Netid State  Recv-Q Send-Q                                          Local Address:Port                    Peer Address:Port  Process                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
u_str ESTAB  0      0                                                           * 35621                              * 35622  users:(("firefox",pid=4347,fd=95))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
u_str ESTAB  0      0                                   /run/user/1000/at-spi/bus 34091                              * 35048  users:(("dbus-daemon",pid=3007,fd=25))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
u_str ESTAB  0      0                                          /run/user/1000/bus 29086                              * 29085  users:(("dbus-daemon",pid=2790,fd=18))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 19118                              * 19498  users:(("systemd-journal",pid=368,fd=35),("systemd",pid=1,fd=423))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 30576                              * 30574  users:(("systemd-journal",pid=368,fd=98),("systemd",pid=1,fd=315))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
u_str ESTAB  0      0                                                           * 30245                              * 30246  users:(("evolution-calen",pid=3432,fd=2),("evolution-calen",pid=3432,fd=1))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                           * 39136                              * 39137  users:(("firefox",pid=4347,fd=163))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
u_str ESTAB  0      0                                                           * 31047                              * 30531  users:(("gsd-power",pid=3130,fd=11))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
u_str ESTAB  0      0                                                           * 29855                              * 29857  users:(("gsd-screensaver",pid=3135,fd=2),("gsd-screensaver",pid=3135,fd=1))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
u_str ESTAB  56     0                                                           * 28068                              * 28865  users:(("pipewire",pid=2771,fd=12))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 28831                              * 28829  users:(("systemd-journal",pid=368,fd=88),("systemd",pid=1,fd=380))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
u_str ESTAB  0      0                                                           * 42581                              * 42580  users:(("sudo",pid=5909,fd=12))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
u_str ESTAB  0      0                                                           * 30717                              * 30719  users:(("gjs",pid=3671,fd=5))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
u_str ESTAB  0      0                                                           * 24297                              * 24298  users:(("upowerd",pid=2039,fd=2),("upowerd",pid=2039,fd=1))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
u_str ESTAB  0      0                                          /run/user/1000/bus 31043                              * 31038  users:(("dbus-daemon",pid=2790,fd=71))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
u_str ESTAB  0      0                                                           * 30157                              * 30747  users:(("ibus-daemon",pid=3114,fd=5))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
u_str ESTAB  0      0                                                           * 28640                              * 31011  users:(("gsd-color",pid=3117,fd=3))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 29745                              * 29743  users:(("systemd-journal",pid=368,fd=114),("systemd",pid=1,fd=350))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 28262                              * 29153  users:(("systemd-journal",pid=368,fd=97),("systemd",pid=1,fd=369))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 29814                              * 29812  users:(("systemd-journal",pid=368,fd=112),("systemd",pid=1,fd=347))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 21225                              * 22865  users:(("systemd-journal",pid=368,fd=31),("systemd",pid=1,fd=405))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
u_dgr ESTAB  0      768                                                         * 297759                             * 297758 users:(("systemd",pid=1,fd=93))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
u_str ESTAB  0      0                                                           * 41305                              * 42199  users:(("nautilus",pid=5361,fd=13))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
u_str ESTAB  0      0                                                           * 31049                              * 31051  users:(("ibus-extension-",pid=3426,fd=11))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
u_str ESTAB  0      0                                          /run/user/1000/bus 30322                              * 30808  users:(("dbus-daemon",pid=2790,fd=56))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
u_str ESTAB  0      0                                                           * 29912                              * 29913  users:(("gsd-power",pid=3130,fd=2),("gsd-power",pid=3130,fd=1))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
u_dgr ESTAB  0      0                                                           * 19481                              * 10960  users:(("cron",pid=1139,fd=4))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
u_seq ESTAB  0      0                                                           * 34114                              * 34113  users:(("firefox",pid=4347,fd=82))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
u_str ESTAB  0      0                                 /run/dbus/system_bus_socket 30027                              * 28652  users:(("dbus-daemon",pid=1051,fd=72))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
u_str ESTAB  0      0                                                           * 29686                              * 29687  users:(("gsd-a11y-settin",pid=3116,fd=2),("gsd-a11y-settin",pid=3116,fd=1))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
u_str ESTAB  0      0                                                           * 29132                              * 28248  users:(("gcr-ssh-agent",pid=2917,fd=2),("gcr-ssh-agent",pid=2917,fd=1))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
u_dgr ESTAB  0      0                                                           * 28058                              * 10960  users:(("dbus-daemon",pid=2790,fd=5))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
u_str ESTAB  0      0                                    /run/user/1000/wayland-0 34015                              * 34014  users:(("gnome-shell",pid=2993,fd=142),("gnome-shell",pid=2993,fd=135))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
u_dgr UNCONN 0      0                                                           * 28932                              * 0      users:(("pipewire",pid=2770,fd=33))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
u_str ESTAB  0      0                                 /run/dbus/system_bus_socket 21241                              * 21240  users:(("dbus-daemon",pid=1051,fd=34))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 42186                              * 41294  users:(("systemd-journal",pid=368,fd=54),("systemd",pid=1,fd=59))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
u_str ESTAB  0      0                                          /run/user/1000/bus 28646                              * 28639  users:(("dbus-daemon",pid=2790,fd=45))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 29913                              * 29912  users:(("systemd-journal",pid=368,fd=126),("systemd",pid=1,fd=338))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
u_str ESTAB  0      0                                                           * 28938                              * 28939  users:(("wireplumber",pid=2777,fd=21))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
u_str ESTAB  0      0                                                           * 31045                              * 30527  users:(("gsd-keyboard",pid=3125,fd=11))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
u_str ESTAB  0      0                                          /run/user/1000/bus 30244                              * 30234  users:(("dbus-daemon",pid=2790,fd=54))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
u_str ESTAB  0      0                                                           * 28092                              * 28912  users:(("pipewire-pulse",pid=2778,fd=22))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
u_str ESTAB  0      0                                                           * 22890                              * 21243  users:(("gdm3",pid=1591,fd=5))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
u_dgr UNCONN 0      0                                                           * 19553                              * 0      users:(("udisksd",pid=1166,fd=3))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
u_str ESTAB  0      0                                                           * 30962                              * 30963  users:(("pipewire-pulse",pid=2778,fd=24))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
u_str ESTAB  0      0                                          /run/user/1000/bus 30747                              * 30157  users:(("dbus-daemon",pid=2790,fd=49))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
u_str ESTAB  0      0                                                           * 29222                              * 29223  users:(("gnome-session-b",pid=2947,fd=8))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
u_str ESTAB  0      0                                 /run/user/1000/pulse/native 41470                              * 42381  users:(("pipewire-pulse",pid=2778,fd=31))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 31824                              * 31822  users:(("systemd-journal",pid=368,fd=55),("systemd",pid=1,fd=310))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
u_str ESTAB  0      0                                                           * 28652                              * 30027  users:(("gsd-rfkill",pid=3134,fd=7))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 29687                              * 29686  users:(("systemd-journal",pid=368,fd=107),("systemd",pid=1,fd=357))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
u_str ESTAB  0      0                        /run/user/1000/gvfsd/socket-YjuaESvl 41303                              * 42189  users:(("gvfsd-trash",pid=3608,fd=17))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 42187                              * 41295  users:(("systemd-journal",pid=368,fd=58),("systemd",pid=1,fd=69))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
u_str ESTAB  0      0                                          /run/user/1000/bus 29551                              * 29550  users:(("dbus-daemon",pid=2790,fd=29))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
u_str ESTAB  0      768                               /run/dbus/system_bus_socket 28865                              * 28068  users:(("dbus-daemon",pid=1051,fd=64))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
u_str ESTAB  0      0                                 /run/systemd/journal/stdout 30227                              * 30226  users:(("systemd-journal",pid=368,fd=124),("systemd",pid=1,fd=331))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
u_str ESTAB  0      1536                              /run/dbus/system_bus_socket 28857                              * 28856  users:(("dbus-daemon",pid=1051,fd=63))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
u_str ESTAB  0      0                                                           * 33853                              * 33854  users:(("Web Content",pid=5314,fd=2),("Web Content",pid=5314,fd=1),("Web Content",pid=5235,fd=2),("Web Content",pid=5235,fd=1),("Web Content",pid=5228,fd=2),("Web Content",pid=5228,fd=1),("Utility Process",pid=5220,fd=2),("Utility Process",pid=5220,fd=1),("Isolated Web Co",pid=4696,fd=2),("Isolated Web Co",pid=4696,fd=1),("Privileged Cont",pid=4669,fd=2),("Privileged Cont",pid=4669,fd=1),("RDD Process",pid=4638,fd=2),("RDD Process",pid=4638,fd=1),("WebExtensions",pid=4632,fd=2),("WebExtensions",pid=4632,fd=1),("Socket Process",pid=4615,fd=2),("Socket Process",pid=4615,fd=1),("firefox",pid=4347,fd=2),("firefox",pid=4347,fd=1))
u_str ESTAB  0      0                                                           * 31264                              * 31265  users:(("ibus-x11",pid=3793,fd=3))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
u_str ESTAB  0      0                                    /run/user/1000/wayland-0 31011                              * 28640  users:(("gnome-shell",pid=2993,fd=74),("gnome-shell",pid=2993,fd=73))                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
