Id,Timestamp,ExeInfo,ExeInfoDescription,ExeTimestamp,SidType,Sid,UserName,UserId,AppId,BytesReceived,BytesSent,InterfaceLuid,InterfaceType,L2ProfileFlags,L2ProfileId,ProfileName
139,2025-05-30 19:10:00,\device\harddiskvolume3\windows\system32\taskhostw.exe,,,LocalSystem,S-1-5-18,,4,1563,28323,11731,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
140,2025-05-30 19:10:00,wuauserv,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1552,2135711,79647,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
141,2025-05-30 19:10:00,wuauserv,,,LocalSystem,S-1-5-18,,4,1552,71541,297460,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
142,2025-05-30 19:10:00,\device\harddiskvolume3\program files\microsoft office\root\office16\sdxhelper.exe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1827,151035720,7393491,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
143,2025-05-30 19:10:00,\device\harddiskvolume3\windows\system32\taskhostw.exe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1563,9236,3485,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
144,2025-05-30 19:10:00,DoSvc,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1558,31813757,788147,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
145,2025-05-30 19:10:00,WpnUserService_1b72fb,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1828,8580,1451,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
146,2025-05-30 19:10:00,\device\harddiskvolume3\program files (x86)\hp\hp support framework\resources\hpwarrantycheck\hpwarrantychecker.exe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1829,168947,7035,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
147,2025-05-30 19:10:00,\device\harddiskvolume3\windows\system32\apphostregistrationverifier.exe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1830,195837,33685,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
148,2025-05-30 19:10:00,CryptSvc,,,NetworkService,S-1-5-20,,24,1559,2277,511,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
149,2025-05-30 19:10:00,System,,,LocalSystem,S-1-5-18,,4,161,0,216,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
150,2025-05-30 19:10:00,System\IPv6 Control Message,,,LocalSystem,S-1-5-18,,4,856,0,324,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
151,2025-05-30 19:10:00,\device\harddiskvolume3\program files (x86)\bravesoftware\update\braveupdate.exe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1831,142007204,5507738,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
152,2025-05-30 19:10:00,\device\harddiskvolume3\windows\system32\smartscreen.exe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1601,21881,5388,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
153,2025-05-30 19:10:00,\device\harddiskvolume3\program files\bravesoftware\brave-browser\application\brave.exe,,,UnknownOrUserSid,S-1-5-21-3742442691-1288352992-3554343984-1001,,1602,1832,26110593,709547,19985273102270464,IF_TYPE_IEEE80211,0,268435457,
